file	line	operation	signals	source	disposition
src/app/services/export/dxf/semantic-dxf.ts	81	<module>	point graph	{ name: DXF_LAYER.joints, color: 2 },	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	101	buildSemanticDxf	scale boundary	const unitScale = symbolScale / MODEL_SCALE;	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	114	buildSemanticDxf	point graph	const cylinders = sealedCylinderStructures(input.joints);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	127	buildSemanticDxf	point graph	const axes = semanticAxes(input.links, cylinderBodies, point);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	129	buildSemanticDxf	point graph	input.joints	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	130	buildSemanticDxf	legacy record	.filter((joint): joint is RealJoint => joint instanceof RealJoint && joint.isWelded)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	142	buildSemanticDxf	point graph	links: input.links,	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	146	buildSemanticDxf	point graph	layerFor: (link) => (choices.perLinkLayers ? layerNameFor(link.id) : DXF_LAYER.links),	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	153	buildSemanticDxf	point graph	input.links.forEach((link) => {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	154	buildSemanticDxf	legacy record	if (!(link instanceof RealLink) || collapsed.has(link.id)) return;	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	170	buildSemanticDxf	point graph	layer: DXF_LAYER.links,	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	230	buildSemanticDxf	point graph	const blockPins = sliderBlockPinIds(input.links);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	231	buildSemanticDxf	point graph	input.joints	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	236	buildSemanticDxf	legacy record	if (joint instanceof PrisJoint) {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	249	buildSemanticDxf	point graph	slotCarrierLayer(joint, input.links, choices, DXF_LAYER.groundPlate),	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	266	buildSemanticDxf	legacy record	const pairedPin = blockPins.has(joint.id) && !(joint instanceof PrisJoint);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	267	buildSemanticDxf	legacy record	if (!pairedPin && (!(joint instanceof RealJoint) || !joint.isWelded)) {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	286	buildSemanticDxf	point graph	layer: DXF_LAYER.joints,	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	291	buildSemanticDxf	legacy record	if (choices.includeGroundPoints && joint instanceof RealJoint && joint.ground) {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	314	buildSemanticDxf	legacy record	if (joint instanceof RealJoint && joint.isWelded && !cylinderInterior.has(joint.id)) {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	315	buildSemanticDxf	point graph	entities.push(...weldMark(point(joint), 0.1 * symbolScale, DXF_LAYER.joints));	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	317	buildSemanticDxf	legacy record	if (input.includeKinematicAnnotations !== false && joint instanceof RealJoint) {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	326	buildSemanticDxf	legacy record	{ ...at, slotAngle: joint instanceof PrisJoint ? joint.slotAngle : undefined },	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	334	buildSemanticDxf	legacy record	if (input.includeLabels && !(joint instanceof PrisJoint)) {	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	361	buildSemanticDxf	point graph	entities.push(...slotTravelPoints(input.joints, point, symbolScale));	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	372	buildSemanticDxf	point graph	: [input.joints.map((joint) => joint.id)];	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	376	buildSemanticDxf	point graph	input.joints.filter((joint) => mine.has(joint.id)),	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	414	buildSemanticDxf	point graph	if (entity.type !== 'LINE' || entity.layer !== DXF_LAYER.links) return;	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	441	slotCarrierLayer	legacy record	joint: PrisJoint,	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	448	slotCarrierLayer	legacy record	(link): link is RealLink =>	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	449	slotCarrierLayer	legacy record	link instanceof RealLink &&	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	450	slotCarrierLayer	point graph	link.joints.some((one) => one.id === joint.slotJointA!.id) &&	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	451	slotCarrierLayer	point graph	link.joints.some((one) => one.id === joint.slotJointB!.id)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	453	slotCarrierLayer	point graph	if (carrier) return choices.perLinkLayers ? layerNameFor(carrier.id) : DXF_LAYER.links;	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	486	originShift	point graph	const xs = input.joints.map((joint) => joint.x);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	487	originShift	point graph	const ys = input.joints.map((joint) => joint.y);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	495	originShift	point graph	const chosen = input.joints.find((joint) => joint.id === choices.originJointId);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	499	originShift	point graph; legacy record	const grounded = input.joints.find((joint) => joint instanceof RealJoint && joint.ground);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	514	addGroundPlate	legacy record	const fixed = mine.filter((joint) => joint instanceof RealJoint && joint.ground);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	520	addGroundPlate	legacy record	.filter((joint): joint is PrisJoint => joint instanceof PrisJoint && !joint.isFloating)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	532	blockMark	legacy record	joint: PrisJoint,	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	567	slotTravelPoints	legacy record	.filter((joint): joint is PrisJoint => joint instanceof PrisJoint)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	789	semanticAxes	legacy record	.filter((link): link is RealLink => link instanceof RealLink && !excluded.has(link.id))	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	790	semanticAxes	point graph	.filter((link) => link.joints.length >= 2)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	798	semanticAxes	point graph	const ring = outlineOrder(link.joints);	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	818	outlineOrder	point graph	if (joints.length < 3) return [...joints];	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	823	outlineOrder	point graph	return [...joints].sort(	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	835	leavesOf	legacy record	return link instanceof SliderBlock	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	837	leavesOf	point graph; legacy record	: link instanceof RealLink && link.subset.length > 0	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	838	leavesOf	point graph	? link.subset.flatMap(leavesOf)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	843	slotAxis	legacy record	joint: PrisJoint,	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	869	sliderBlockPinIds	legacy record	.filter((link): link is SliderBlock => link instanceof SliderBlock)	pending S6/S7 semantic disposition
src/app/services/export/dxf/semantic-dxf.ts	871	sliderBlockPinIds	point graph; legacy record	block.joints.filter((joint) => !(joint instanceof PrisJoint)).map((joint) => joint.id)	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	2	<module>	legacy record	import { Joint, PrisJoint, RealJoint } from '../../model/joint';	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	4	<module>	legacy record	import { Link, RealLink, SliderBlock } from '../../model/link';	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	6	<module>	legacy authority	import { MechanismService } from '../mechanism.service';	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	10	<module>	legacy authority	import { ActiveObjService } from '../active-obj.service';	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	21	<module>	legacy authority	private mechanism = inject(MechanismService);	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	22	<module>	legacy authority	private activeObj = inject(ActiveObjService);	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	38	partGroups	legacy record	.filter((joint): joint is RealJoint => joint instanceof RealJoint)	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	44	partGroups	legacy record	.filter((joint) => !(joint instanceof PrisJoint))	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	52	partGroups	point graph	const links = partition.links	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	53	partGroups	legacy record	.filter((link): link is RealLink => link instanceof RealLink)	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	59	partGroups	point graph	const parts = valid ? [...joints, ...links] : [...joints, ...links].map(this.unsolved);	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	86	isTracer	legacy record	private isTracer(joint: RealJoint): boolean {	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	87	isTracer	point graph	return joint.links.length === 1 && !joint.ground && !joint.input && !joint.isWelded;	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	119	jointPart	legacy record	joint: RealJoint,	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	168	linkPart	legacy record	else if (link instanceof SliderBlock) notes.push('slider block');	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	169	linkPart	point graph; legacy record	const input = link.joints.find((joint) => (joint as RealJoint).input);	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	170	linkPart	legacy record	if (input) notes.push(input instanceof PrisJoint ? 'driven' : 'input crank');	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	171	linkPart	point graph; legacy record	if (link instanceof RealLink && link.subset.length > 0) notes.push('compound');	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	225	memberIdsOf	point graph	const body = this.mechanism.links.find((link) => link.id === linkId);	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	237	drivenJointOf	legacy record	drivenJointOf(linkId: string): RealJoint | undefined {	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	238	drivenJointOf	point graph	const body = this.mechanism.links.find((link) => link.id === linkId);	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	242	drivenJointOf	legacy record	(joint): joint is RealJoint => joint instanceof RealJoint && joint.input	pending S6/S7 semantic disposition
src/app/services/export/export-catalog.service.ts	247	drivingSlotOf	legacy record	drivingSlotOf(joint: RealJoint): RealJoint | undefined {	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	2	<module>	legacy record	import { PrisJoint, RealJoint } from '../../model/joint';	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	3	<module>	legacy record	import { RealLink } from '../../model/link';	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	4	<module>	legacy authority	import { MechanismService } from '../mechanism.service';	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	24	<module>	legacy authority	private mechanism = inject(MechanismService);	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	46	kinematicGroups	legacy record	const links = parts.filter((part) => part.kind === 'link' && part.part instanceof RealLink);	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	211	forceGroups	legacy record	(part.part as RealJoint).input	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	212	forceGroups	legacy record	? (part.part as RealJoint)	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	213	forceGroups	legacy record	: this.catalog.drivingSlotOf(part.part as RealJoint)	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	216	forceGroups	legacy record	const torque = !(driven instanceof PrisJoint);	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	255	jointReaction	legacy record	const slot = this.mechanism.slotReactionOf(part.part as RealJoint);	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	334	bodyName	point graph	const body = this.mechanism.links.find((link) => link.id === linkId);	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	339	jointName	point graph	const joint = this.mechanism.joints.find((candidate) => candidate.id === jointId) as	pending S6/S7 semantic disposition
src/app/services/export/export-columns.service.ts	340	jointName	legacy record	RealJoint | undefined;	pending S6/S7 semantic disposition
src/app/services/export/export-flow.service.ts	4	<module>	legacy authority	import { MechanismService } from '../mechanism.service';	pending S6/S7 semantic disposition
src/app/services/export/export-flow.service.ts	5	<module>	legacy authority	import { ActiveObjService } from '../active-obj.service';	pending S6/S7 semantic disposition
src/app/services/export/export-flow.service.ts	40	<module>	legacy authority	private activeObj = inject(ActiveObjService);	pending S6/S7 semantic disposition
src/app/services/export/export-flow.service.ts	42	<module>	legacy authority	private mechanism = inject(MechanismService);	pending S6/S7 semantic disposition
src/app/services/export/export-flow.service.ts	95	fingerprint	point graph	this.mechanism.joints.length,	pending S6/S7 semantic disposition
src/app/services/export/export-flow.service.ts	96	fingerprint	point graph	this.mechanism.links.length,	pending S6/S7 semantic disposition
src/app/services/export/export-table.service.ts	3	<module>	legacy record	import { RealJoint } from '../../model/joint';	pending S6/S7 semantic disposition
src/app/services/export/export-table.service.ts	6	<module>	legacy authority	import { MechanismService } from '../mechanism.service';	pending S6/S7 semantic disposition
src/app/services/export/export-table.service.ts	76	<module>	legacy authority	private mechanism = inject(MechanismService);	pending S6/S7 semantic disposition
src/app/services/export/export-table.service.ts	446	shortName	legacy record	if (part.kind === 'joint') return (part.part as RealJoint).name || part.id;	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	3	<module>	legacy record	import { RealJoint } from '../../model/joint';	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	4	<module>	legacy authority	import { MechanismService } from '../mechanism.service';	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	38	<module>	legacy authority	private mechanism = inject(MechanismService);	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	265	section	point graph	mechanismSvg(solved.joints[0] ?? [], solved.links[0] ?? [], 330, 230);	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	295	facts	point graph	const driven = this.mechanism.partitions[index]?.joints.find(	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	296	facts	legacy record	(joint) => joint instanceof RealJoint && joint.input	pending S6/S7 semantic disposition
src/app/services/export/export-writer.service.ts	297	facts	legacy record	) as RealJoint | undefined;	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	1	<module>	legacy record	import { Joint, PrisJoint, RealJoint } from '../../model/joint';	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	2	<module>	legacy record	import { Link, RealLink } from '../../model/link';	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	20	mechanismSvg	legacy record	const drawn = joints.filter((joint) => !(joint instanceof PrisJoint));	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	41	mechanismSvg	legacy record	.filter((link): link is RealLink => link instanceof RealLink)	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	43	mechanismSvg	point graph	const points = link.joints	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	44	mechanismSvg	legacy record	.filter((joint) => !(joint instanceof PrisJoint))	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	48	mechanismSvg	point graph	const shape = link.joints.length > 2 ? 'polygon' : 'polyline';	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	56	mechanismSvg	legacy record	.filter((joint) => (joint as RealJoint).ground)	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	69	mechanismSvg	legacy record	const input = (joint as RealJoint).input;	pending S6/S7 semantic disposition
src/app/services/export/mechanism-svg.ts	80	mechanismSvg	legacy record	(joint as RealJoint).name || joint.id	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	4	<module>	legacy record	import { Joint, PrisJoint, RealJoint, RevJoint } from '../model/joint';	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	6	<module>	legacy record	import { Link, SliderBlock, RealLink } from '../model/link';	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	27	<module>	legacy authority	import { MechanismService } from './mechanism.service';	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	39	<module>	legacy authority	import { SvgGridService } from './svg-grid.service';	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	80	<module>	legacy authority	export class GridUtilsService {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	82	<module>	legacy authority	svgGrid = inject(SvgGridService);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	87	<module>	legacy authority	* MechanismService injects this service, so it can only be resolved at call	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	88	<module>	legacy authority	* time — the same cycle-breaking the codebase already uses in MechanismService	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	91	mechanismSrv	legacy authority	private get mechanismSrv(): MechanismService {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	92	mechanismSrv	legacy authority	return this.injector.get(MechanismService);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	117	getGround	legacy record	if (!(joint instanceof PrisJoint || joint instanceof RevJoint)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	124	createRealLink	legacy record	let newLink = new RealLink(id, joints);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	131	containsSlider	legacy record	case RevJoint:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	132	containsSlider	legacy record	if (!(joint instanceof RevJoint)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	136	containsSlider	point graph	joint.connectedJoints.forEach((j) => {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	137	containsSlider	legacy record	if (j.constructor === PrisJoint) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	142	containsSlider	legacy record	case PrisJoint:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	144	containsSlider	legacy record	case RealJoint:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	152	getJointR	legacy record	if (!(joint instanceof RevJoint)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	159	getJointShowCurve	legacy record	if (!(joint instanceof RevJoint) && !(joint instanceof PrisJoint)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	166	getInput	legacy record	if (!(joint instanceof RevJoint || joint instanceof PrisJoint)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	174	typeOfJoint	legacy record	case RevJoint:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	176	typeOfJoint	legacy record	case PrisJoint:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	185	typeOfLink	legacy record	case RealLink:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	187	typeOfLink	legacy record	case SliderBlock:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	195	getPrisAngle	legacy record	return (joint as PrisJoint).angle_rad;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	215	canToggleInput	legacy record	if (!(joint instanceof RealJoint)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	221	canToggleInput	legacy record	? (this.getSliderJoint(joint) as RealJoint)	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	254	weldRefusal	legacy record	const welded = joint instanceof RealJoint && joint.isWelded;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	298	<module>	legacy record	immovable: RealJoint[];	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	299	<module>	legacy record	bars: RealLink[];	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	321	settleHolds	point graph	const links = this.mechanismSrv.links;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	325	settleHolds	point graph	const asked = goals.map((goal) => this.mechanismSrv.joints.find((j) => j.id === goal.id));	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	329	settleHolds	point graph	).joints;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	335	settleHolds	point graph	const joints = holdJoints(this.mechanismSrv.joints, (joint) =>	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	344	settleHolds	point graph	const joint = this.mechanismSrv.joints.find((j) => j.id === id);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	345	settleHolds	legacy record	if (joint instanceof RealJoint) this.dragJoint(joint, new Coord(at.x, at.y), false, true);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	349	settleHolds	point graph	.map((id) => this.mechanismSrv.joints.find((j) => j.id === id))	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	350	settleHolds	legacy record	.filter((joint): joint is RealJoint => joint instanceof RealJoint);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	382	setBarValue	legacy record	link: RealLink,	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	387	setBarValue	point graph	const links = this.mechanismSrv.links;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	388	setBarValue	point graph	const [a, b] = link.joints;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	389	setBarValue	point graph; legacy record	if (!(a instanceof RealJoint) || !(b instanceof RealJoint) || link.joints.length !== 2) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	418	setBarValue	point graph	const joints = holdJoints(this.mechanismSrv.joints, (joint) =>	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	438	setBarValue	point graph	const joint = this.mechanismSrv.joints.find((j) => j.id === id);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	439	setBarValue	legacy record	if (joint instanceof RealJoint) this.dragJoint(joint, new Coord(at.x, at.y), false, true);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	452	setBarValues	legacy record	setBarValues(links: readonly RealLink[], kind: 'length' | 'angle', value: number): boolean {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	455	setBarValues	point graph	const held = heldBars(this.mechanismSrv.links, cylinders);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	462	setBarValues	point graph; legacy record	const [a, b] = link.joints as RealJoint[];	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	489	setBarValues	point graph	this.mechanismSrv.joints,	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	497	setBarValues	point graph	bars: [...links],	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	504	setBarValues	point graph	const joint = this.mechanismSrv.joints.find((one) => one.id === id);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	505	setBarValues	legacy record	if (joint instanceof RealJoint) this.dragJoint(joint, new Coord(at.x, at.y), false, true);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	517	holdsImmobilizing	legacy record	holdsImmobilizing(joint: RealJoint): RealLink[] {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	518	holdsImmobilizing	point graph	const links = this.mechanismSrv.links;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	523	holdsImmobilizing	point graph	const joints = holdJoints(this.mechanismSrv.joints, (j) =>	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	545	isHoldAnchor	legacy record	isHoldAnchor(joint: RealJoint): boolean {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	549	holdAnchor	legacy record	private holdAnchor(joint: RealJoint, frozen: Set<string>, moving = new Set<string>()): boolean {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	553	holdAnchor	legacy record	joint instanceof PrisJoint ||	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	571	locksHolding	point graph	this.mechanismSrv.joints,	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	572	locksHolding	point graph	this.mechanismSrv.links,	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	578	dragJoint	legacy record	selectedJoint: RealJoint,	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	668	dragJoint	legacy record	case RevJoint:	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	669	dragJoint	point graph	selectedJoint.links.forEach((l) => {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	670	dragJoint	legacy record	if (l instanceof SliderBlock) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	675	dragJoint	point graph	const jointIndex = l.joints.findIndex((jt) => jt.id !== selectedJoint.id);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	677	dragJoint	point graph	l.joints[jointIndex].x = roundNumber(trueCoord.x, 6);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	678	dragJoint	point graph	l.joints[jointIndex].y = roundNumber(trueCoord.y, 6);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	681	dragJoint	legacy record	if (!(l instanceof RealLink)) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	685	dragJoint	point graph	const jointIndex = l.joints.findIndex((jt) => jt.id === selectedJoint.id);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	686	dragJoint	point graph	l.joints[jointIndex].x = roundNumber(trueCoord.x, 6);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	687	dragJoint	point graph	l.joints[jointIndex].y = roundNumber(trueCoord.y, 6);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	693	dragJoint	point graph; legacy record	l.CoM = RealLink.determineCenterOfMass(l.joints);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	698	dragJoint	point graph	if (l.subset.length > 0) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	699	dragJoint	point graph	l.subset.forEach((slink) => {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	700	dragJoint	legacy record	let subLink = slink as RealLink;	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	704	dragJoint	point graph; legacy record	subLink.CoM = RealLink.determineCenterOfMass(subLink.joints);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	712	dragJoint	point graph	PositionSolver.setUpInitialJointLocations(l.joints);	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	722	dragJoint	point graph	let jointA = [l.joints[0].x, l.joints[0].y];	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	723	dragJoint	point graph	let jointB = [l.joints[1].x, l.joints[1].y];	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	732	dragJoint	point graph	if (l.joints.length == 2) {	pending S6/S7 semantic disposition
src/app/services/grid-utils.service.ts	759	dragJoint	point graph	let newX = f.startCoord.x + offsetX / f.link.joints.length;	pending S6/S7 semantic disposition
